Response ID,Timeline Used Value,Timeline Used Value Decrypted,Timeline Type (TimelinesUsed),Timeline Type (User Entry),Video Name,(Original Answer) 1. I think that I would like to use this UI frequently,(Original Answer) 2. I found the UI unnecessarily complex,(Original Answer) 3. I thought the UI was easy to use,(Original Answer) 4. I think that I would need the support of a technical person to be able to use this UI,(Original Answer) 5. I found the various functions in this UI were well integrated,(Original Answer) 6. I thought there was too much inconsistency in this UI,(Original Answer) 7. I would imagine that most people would learn to use this UI very quickly,(Original Answer) 8. I found the UI very cumbersome to use,(Original Answer) 9. I felt very confident using the UI,(Original Answer) 10. I needed to learn a lot of things before I could get going with this UI,(Adjusted Answer) 1. I think that I would like to use this UI frequently,(Adjusted Answer) 2. I found the UI unnecessarily complex,(Adjusted Answer) 3. I thought the UI was easy to use,(Adjusted Answer) 4. I think that I would need the support of a technical person to be able to use this UI,(Adjusted Answer) 5. I found the various functions in this UI were well integrated,(Adjusted Answer) 6. I thought there was too much inconsistency in this UI,(Adjusted Answer) 7. I would imagine that most people would learn to use this UI very quickly,(Adjusted Answer) 8. I found the UI very cumbersome to use,(Adjusted Answer) 9. I felt very confident using the UI,(Adjusted Answer) 10. I needed to learn a lot of things before I could get going with this UI,Adjusted Answer Sum,SUS Score
146816020, 69583, 215, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0002, 2, 4, 4, 2, 3, 2, 4, 4, 2, 1, 1, 1, 3, 3, 2, 3, 3, 1, 1, 4, 22, 55.0
146816020, 71521, 2153, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 4, 2, 5, 1, 4, 2, 4, 2, 5, 1, 3, 3, 4, 4, 3, 3, 3, 3, 4, 4, 34, 85.0
146816020, 90902, 21534, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0102, 4, 2, 5, 2, 4, 2, 4, 2, 5, 1, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 33, 82.5
146816020, 69389, 21, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0400, 1, 1, 4, 2, 3, 3, 4, 1, 2, 1, 0, 4, 3, 3, 2, 2, 3, 4, 1, 4, 26, 65.0
146816020, 69370, 2, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0500, 4, 2, 5, 2, 4, 1, 4, 2, 5, 1, 3, 3, 4, 3, 3, 4, 3, 3, 4, 4, 34, 85.0
146772938, 104780, 35412, Timeline 2 (Density Graph), Timeline 5 (Event Thumbnails), VIRAT_S_0002, 4, 2, 4, 2, 5, 2, 5, 2, 4, 2, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 32, 80.0
146772938, 69371, 3, Timeline 3 (Event Blocks), Timeline 2 (Density Graph), VIRAT_S_0100, 4, 2, 5, 2, 4, 2, 5, 2, 4, 2, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 32, 80.0
146772938, 69403, 35, Timeline 5 (Event Thumbnails), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0102, 3, 3, 4, 3, 4, 3, 5, 2, 4, 2, 2, 2, 3, 2, 3, 2, 4, 3, 3, 3, 27, 67.5
146772938, 69722, 354, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0400, 4, 2, 4, 2, 4, 2, 5, 2, 4, 2, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 31, 77.5
146772938, 72909, 3541, Timeline 1 (Base Interface), Timeline 3 (Event Blocks), VIRAT_S_0500, 4, 2, 4, 2, 5, 1, 5, 2, 4, 2, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 33, 82.5
146771812, 69603, 235, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0002, 3, 1, 5, 1, 5, 1, 5, 1, 5, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 38, 95.0
146771812, 71722, 2354, Timeline 4 (Density Graph + Event Blocks), Timeline 1 (Base Interface), VIRAT_S_0100, 3, 1, 5, 1, 5, 1, 5, 1, 5, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 38, 95.0
146771812, 92909, 23541, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0102, 3, 1, 5, 1, 5, 1, 5, 1, 5, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 38, 95.0
146771812, 69391, 23, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0400, 3, 1, 5, 1, 5, 1, 5, 1, 5, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 38, 95.0
146771812, 69370, 2, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0500, 3, 1, 5, 1, 5, 1, 5, 1, 5, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 38, 95.0
146559166, 74791, 5423, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0002, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 50.0
146559166, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0100, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 50.0
146559166, 69910, 542, Timeline 2 (Density Graph), Timeline 3 (Event Blocks), VIRAT_S_0102, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 50.0
146559166, 69422, 54, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 50.0
146559166, 123599, 54231, Timeline 1 (Base Interface), Timeline 2 (Density Graph), VIRAT_S_0500, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 50.0
146511990, 111881, 42513, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0002, 3, 2, 4, 2, 3, 4, 4, 4, 3, 2, 2, 3, 3, 3, 2, 1, 3, 1, 2, 3, 23, 57.5
146511990, 69410, 42, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0100, 2, 2, 3, 2, 3, 2, 4, 4, 3, 2, 1, 3, 2, 3, 2, 3, 3, 1, 2, 3, 23, 57.5
146511990, 73619, 4251, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0102, 4, 1, 4, 1, 4, 2, 4, 3, 4, 1, 3, 4, 3, 4, 3, 3, 3, 2, 3, 4, 32, 80.0
146511990, 69793, 425, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0400, 4, 2, 4, 2, 3, 2, 4, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 2, 3, 27, 67.5
146511990, 69372, 4, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0500, 4, 2, 5, 2, 4, 2, 4, 2, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 2, 30, 75.0
146490541, 70791, 1423, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0002, 4, 2, 4, 1, 4, 2, 4, 2, 4, 1, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 32, 80.0
146490541, 69382, 14, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0100, 4, 2, 4, 2, 4, 2, 4, 2, 5, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 31, 77.5
146490541, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0102, 1, 2, 3, 2, 2, 3, 4, 5, 3, 2, 0, 3, 2, 3, 1, 2, 3, 0, 2, 3, 19, 47.5
146490541, 83603, 14235, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0400, 5, 1, 5, 2, 4, 2, 5, 2, 4, 1, 4, 4, 4, 3, 3, 3, 4, 3, 3, 4, 35, 87.5
146490541, 69510, 142, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0500, 2, 2, 3, 1, 3, 2, 4, 3, 4, 2, 1, 3, 2, 4, 2, 3, 3, 2, 3, 3, 26, 65.0
146489341, 69621, 253, Timeline 3 (Event Blocks), Timeline 5 (Event Thumbnails), VIRAT_S_0002, 3, 3, 3, 3, 4, 2, 3, 3, 2, 3, 2, 2, 2, 2, 3, 3, 2, 2, 1, 2, 21, 52.5
146489341, 71899, 2531, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0100, 3, 3, 4, 2, 4, 3, 2, 3, 5, 3, 2, 2, 3, 3, 3, 2, 1, 2, 4, 2, 24, 60.0
146489341, 69393, 25, Timeline 5 (Event Thumbnails), Timeline 3 (Event Blocks), VIRAT_S_0102, 3, 4, 3, 3, 3, 4, 3, 4, 3, 3, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 17, 42.5
146489341, 94682, 25314, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 3, 3, 4, 4, 2, 2, 3, 3, 1, 3, 2, 2, 3, 1, 1, 3, 2, 2, 0, 2, 18, 45.0
146489341, 69369, 1, Timeline 1 (Base Interface), Timeline 5 (Event Thumbnails), VIRAT_S_0500, 2, 3, 3, 4, 2, 3, 3, 3, 4, 3, 1, 2, 2, 1, 1, 2, 2, 2, 3, 2, 18, 45.0
146445266, 110891, 41523, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0002, 4, 2, 4, 2, 4, 2, 4, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 29, 72.5
146445266, 73520, 4152, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0100, 4, 2, 4, 2, 4, 2, 4, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 29, 72.5
146445266, 69783, 415, Timeline 5 (Event Thumbnails), Timeline 2 (Density Graph), VIRAT_S_0102, 4, 2, 4, 2, 3, 2, 4, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 28, 70.0
146445266, 69409, 41, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0400, 2, 4, 2, 2, 2, 2, 4, 5, 3, 3, 1, 1, 1, 3, 1, 3, 3, 0, 2, 2, 17, 42.5
146445266, 69372, 4, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0500, 4, 2, 4, 2, 3, 2, 4, 2, 4, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 29, 72.5
146411777, 69399, 31, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0002, 2, 2, 4, 2, 4, 2, 4, 4, 2, 2, 1, 3, 3, 3, 3, 3, 3, 1, 1, 3, 24, 60.0
146411777, 69683, 315, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0100, 4, 2, 4, 2, 4, 2, 4, 2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 30, 75.0
146411777, 69371, 3, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0102, 4, 2, 4, 2, 4, 2, 4, 2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 30, 75.0
146411777, 72520, 3152, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0400, 2, 2, 4, 2, 4, 2, 4, 2, 4, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 28, 70.0
146411777, 100892, 31524, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0500, 5, 2, 5, 2, 4, 2, 4, 2, 4, 2, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 32, 80.0
146400674, 69793, 425, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0002, 5, 2, 5, 1, 4, 2, 4, 1, 5, 1, 4, 3, 4, 4, 3, 3, 3, 4, 4, 4, 36, 90.0
146400674, 69410, 42, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0100, 1, 3, 2, 3, 1, 3, 1, 5, 1, 4, 0, 2, 1, 2, 0, 2, 0, 0, 0, 1, 8, 20.0
146400674, 69372, 4, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0102, 5, 3, 5, 4, 5, 1, 3, 5, 5, 1, 4, 2, 4, 1, 4, 4, 2, 0, 4, 4, 29, 72.5
146400674, 111899, 42531, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0400, 3, 2, 3, 2, 2, 1, 2, 3, 3, 1, 2, 3, 2, 3, 1, 4, 1, 2, 2, 4, 24, 60.0
146400674, 73621, 4253, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0500, 5, 2, 5, 1, 5, 1, 5, 1, 5, 1, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 39, 97.5
146320716, 69899, 531, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0002, 1, 1, 5, 1, 5, 1, 5, 5, 5, 1, 0, 4, 4, 4, 4, 4, 4, 0, 4, 4, 32, 80.0
146320716, 74680, 5312, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0100, 3, 3, 5, 1, 5, 1, 2, 1, 5, 1, 2, 2, 4, 4, 4, 4, 1, 4, 4, 4, 33, 82.5
146320716, 69421, 53, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0102, 2, 2, 3, 1, 4, 3, 4, 1, 3, 1, 1, 3, 2, 4, 3, 2, 3, 4, 2, 4, 28, 70.0
146320716, 122492, 53124, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 5, 4, 5, 1, 5, 1, 2, 1, 5, 1, 4, 1, 4, 4, 4, 4, 1, 4, 4, 4, 34, 85.0
146320716, 122492, 53124, Timeline 4 (Density Graph + Event Blocks), Timeline 2 (Density Graph), VIRAT_S_0500, 4, 2, 4, 1, 5, 2, 4, 4, 5, 1, 3, 3, 3, 4, 4, 3, 3, 1, 4, 4, 32, 80.0
146313793, 69421, 53, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0002, 1, 4, 4, 1, 2, 4, 2, 5, 3, 1, 0, 1, 3, 4, 1, 1, 1, 0, 2, 4, 17, 42.5
146313793, 69902, 534, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0100, 2, 4, 2, 1, 2, 2, 2, 4, 2, 4, 1, 1, 1, 4, 1, 3, 1, 1, 1, 1, 15, 37.5
146313793, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0102, 4, 1, 5, 1, 4, 1, 4, 1, 4, 1, 3, 4, 4, 4, 3, 4, 3, 4, 3, 4, 36, 90.0
146313793, 74710, 5342, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0400, 2, 1, 4, 1, 4, 1, 4, 2, 4, 1, 1, 4, 3, 4, 3, 4, 3, 3, 3, 4, 32, 80.0
146313793, 122789, 53421, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0500, 1, 5, 4, 1, 2, 2, 1, 5, 2, 1, 0, 0, 3, 4, 1, 3, 0, 0, 1, 4, 16, 40.0
146303457, 15384, -53984, Other, Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0002, 3, 1, 4, 1, 3, 2, 4, 2, 3, 1, 2, 4, 3, 4, 2, 3, 3, 3, 2, 4, 30, 75.0
146303457, 470473, 401105, Timeline 5 (Event Thumbnails), Timeline 1 (Base Interface), VIRAT_S_0100, 1, 1, 2, 1, 3, 2, 5, 5, 3, 1, 0, 4, 1, 4, 2, 3, 4, 0, 2, 4, 24, 60.0
146303457, 63970, -5398, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0102, 2, 3, 2, 1, 3, 2, 4, 4, 3, 1, 1, 2, 1, 4, 2, 3, 3, 1, 2, 4, 23, 57.5
146303457, 5329044, 5259676, Other, Timeline 2 (Density Graph), VIRAT_S_0400, 3, 1, 4, 1, 3, 2, 4, 3, 3, 1, 2, 4, 3, 4, 2, 3, 3, 2, 2, 4, 29, 72.5
146303457, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0500, 1, 1, 2, 1, 3, 2, 5, 4, 3, 1, 0, 4, 1, 4, 2, 3, 4, 1, 2, 4, 25, 62.5
146284478, 69389, 21, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0002, 2, 2, 4, 1, 3, 2, 4, 4, 4, 2, 1, 3, 3, 4, 2, 3, 3, 1, 3, 3, 26, 65.0
146284478, 69582, 214, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 4, 2, 4, 2, 4, 2, 4, 2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 30, 75.0
146284478, 69370, 2, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0102, 4, 2, 4, 1, 4, 2, 5, 2, 5, 1, 3, 3, 3, 4, 3, 3, 4, 3, 4, 4, 34, 85.0
146284478, 71511, 2143, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0400, 5, 2, 4, 2, 4, 2, 4, 2, 4, 2, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 31, 77.5
146284478, 90803, 21435, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0500, 4, 2, 4, 2, 4, 2, 4, 2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 30, 75.0
146273701, 69421, 53, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0002, 2, 4, 3, 3, 3, 2, 4, 3, 3, 3, 1, 1, 2, 2, 2, 3, 3, 2, 2, 2, 20, 50.0
146273701, 69902, 534, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0100, 4, 4, 3, 3, 3, 2, 3, 4, 3, 4, 3, 1, 2, 2, 2, 3, 2, 1, 2, 1, 19, 47.5
146273701, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 1 (Base Interface), VIRAT_S_0102, 3, 2, 4, 2, 4, 3, 5, 2, 4, 2, 2, 3, 3, 3, 3, 2, 4, 3, 3, 3, 29, 72.5
146273701, 74710, 5342, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0400, 3, 2, 3, 4, 3, 4, 2, 3, 3, 3, 2, 3, 2, 1, 2, 1, 1, 2, 2, 2, 18, 45.0
146273701, 122789, 53421, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0500, 4, 3, 3, 4, 3, 3, 4, 2, 3, 3, 3, 2, 2, 1, 2, 2, 3, 3, 2, 2, 22, 55.0
146269551, 69382, 14, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0002, 4, 2, 4, 2, 4, 2, 3, 2, 4, 4, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1, 27, 67.5
146269551, 69513, 145, Timeline 5 (Event Thumbnails), Timeline 3 (Event Blocks), VIRAT_S_0100, 4, 2, 4, 2, 4, 2, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 25, 62.5
146269551, 69369, 1, Timeline 1 (Base Interface), Timeline 5 (Event Thumbnails), VIRAT_S_0102, 4, 2, 4, 2, 4, 2, 3, 2, 3, 4, 3, 3, 3, 3, 3, 3, 2, 3, 2, 1, 26, 65.0
146269551, 70820, 1452, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0400, 4, 2, 4, 2, 4, 2, 3, 2, 4, 4, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1, 27, 67.5
146269551, 83891, 14523, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0500, 5, 2, 5, 2, 4, 2, 3, 2, 5, 4, 4, 3, 4, 3, 3, 3, 2, 3, 4, 1, 30, 75.0
146266265, 69383, 15, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0002, 5, 2, 4, 2, 4, 2, 4, 2, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 30, 75.0
146266265, 69521, 153, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 2, 4, 2, 2, 2, 2, 1, 4, 2, 2, 1, 1, 1, 3, 1, 3, 0, 1, 1, 3, 15, 37.5
146266265, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0102, 1, 3, 4, 2, 2, 2, 4, 2, 2, 1, 0, 2, 3, 3, 1, 3, 3, 3, 1, 4, 23, 57.5
146266265, 70902, 1534, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 4, 2, 4, 1, 4, 2, 4, 2, 4, 2, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 31, 77.5
146266265, 84710, 15342, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0500, 4, 2, 4, 1, 4, 2, 3, 2, 4, 2, 3, 3, 3, 4, 3, 3, 2, 3, 3, 3, 30, 75.0
146264656, 69410, 42, Timeline 2 (Density Graph), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0002, 2, 1, 2, 4, 3, 2, 5, 3, 2, 3, 1, 4, 1, 1, 2, 3, 4, 2, 1, 2, 21, 52.5
146264656, 69789, 421, Timeline 1 (Base Interface), Timeline 3 (Event Blocks), VIRAT_S_0100, 2, 1, 4, 3, 2, 4, 5, 4, 3, 3, 1, 4, 3, 2, 1, 1, 4, 1, 2, 2, 21, 52.5
146264656, 69372, 4, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0102, 3, 2, 4, 4, 3, 5, 3, 2, 3, 2, 2, 3, 3, 1, 2, 0, 2, 3, 2, 3, 21, 52.5
146264656, 73583, 4215, Timeline 5 (Event Thumbnails), Timeline 1 (Base Interface), VIRAT_S_0400, 3, 2, 4, 3, 3, 5, 4, 4, 2, 3, 2, 3, 3, 2, 2, 0, 3, 1, 1, 2, 19, 47.5
146264656, 73583, 4215, Timeline 5 (Event Thumbnails), Timeline 3 (Event Blocks), VIRAT_S_0500, 4, 3, 2, 4, 3, 5, 4, 2, 4, 3, 3, 2, 1, 1, 2, 0, 3, 3, 3, 2, 20, 50.0
146243771, 69381, 13, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0002, 4, 2, 4, 1, 4, 2, 4, 1, 4, 2, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 32, 80.0
146243771, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0100, 1, 1, 1, 1, 1, 2, 2, 5, 4, 2, 0, 4, 0, 4, 0, 3, 1, 0, 3, 3, 18, 45.0
146243771, 69503, 135, Timeline 5 (Event Thumbnails), Timeline 3 (Event Blocks), VIRAT_S_0102, 4, 2, 5, 1, 4, 2, 4, 1, 4, 2, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 33, 82.5
146243771, 69383, 15, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0400, 5, 1, 5, 1, 5, 1, 5, 1, 5, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 39, 97.5
146243771, 69520, 152, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0500, 2, 4, 3, 2, 2, 2, 2, 5, 4, 2, 1, 1, 2, 3, 1, 3, 1, 0, 3, 3, 18, 45.0
146217689, 69422, 54, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0002, 4, 1, 5, 1, 4, 2, 4, 2, 4, 1, 3, 4, 4, 4, 3, 3, 3, 3, 3, 4, 34, 85.0
146217689, 69909, 541, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0100, 2, 2, 3, 1, 4, 2, 4, 4, 4, 1, 1, 3, 2, 4, 3, 3, 3, 1, 3, 4, 27, 67.5
146217689, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0102, 4, 2, 4, 1, 3, 2, 5, 1, 5, 1, 3, 3, 3, 4, 2, 3, 4, 4, 4, 4, 34, 85.0
146217689, 74780, 5412, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0400, 3, 2, 4, 1, 3, 1, 4, 1, 4, 1, 2, 3, 3, 4, 2, 4, 3, 4, 3, 4, 32, 80.0
146217689, 123491, 54123, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0500, 4, 2, 4, 1, 4, 2, 4, 2, 4, 1, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 32, 80.0
146210319, 74709, 5341, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0002, 1, 2, 4, 1, 4, 1, 5, 5, 5, 1, 0, 3, 3, 4, 3, 4, 4, 0, 4, 4, 29, 72.5
146210319, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0100, 3, 2, 4, 1, 3, 4, 5, 2, 4, 1, 2, 3, 3, 4, 2, 1, 4, 3, 3, 4, 29, 72.5
146210319, 122780, 53412, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0102, 4, 1, 5, 1, 4, 2, 4, 2, 5, 1, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 35, 87.5
146210319, 69902, 534, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0400, 3, 2, 4, 1, 3, 2, 4, 2, 4, 1, 2, 3, 3, 4, 2, 3, 3, 3, 3, 4, 30, 75.0
146210319, 69421, 53, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0500, 3, 4, 2, 2, 2, 2, 4, 2, 3, 1, 2, 1, 1, 3, 1, 3, 3, 3, 2, 4, 23, 57.5
146209612, 69709, 341, Timeline 1 (Base Interface), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0002, 1, 4, 2, 5, 1, 5, 1, 4, 2, 3, 0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 6, 15.0
146209612, 72793, 3425, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0100, 1, 4, 3, 3, 4, 2, 3, 4, 4, 2, 0, 1, 2, 2, 3, 3, 2, 1, 3, 3, 20, 50.0
146209612, 69371, 3, Timeline 3 (Event Blocks), Timeline 5 (Event Thumbnails), VIRAT_S_0102, 4, 2, 4, 3, 2, 4, 3, 4, 4, 2, 3, 3, 3, 2, 1, 1, 2, 1, 3, 3, 22, 55.0
146209612, 103619, 34251, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0400, 2, 2, 4, 2, 4, 2, 4, 2, 4, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 28, 70.0
